TEAM_ID,TEAM_NAME,YEAR,WIN_PCT,FG_PCT,REB,AST_TOV_RAT,PTS,OPP_PPG,HOME_WIN_PCT,PLAYOFF,TOP3_PPG,TOP3_P14,OFF_BENCH_PPG,BENCH_P30
1610612739,Cavaliers,1984,0.439,0.471,44.5,1.5147928994082842,108.6,111.3,0.4878048780487805,1,18.03274030145787,1,34.951219512195124,1
1610612739,Cavaliers,1985,0.354,0.48,43.2,1.4651162790697674,107.8,110.6,0.3902439024390244,0,18.894844173441733,1,28.853658536585368,0
1610612739,Cavaliers,1986,0.378,0.47,44.8,1.1827411167512691,104.4,108.2,0.6097560975609756,0,17.70538617886179,1,31.109756097560975,1
1610612739,Cavaliers,1987,0.512,0.49,40.3,1.44,104.5,103.7,0.7560975609756098,1,16.714243282256273,1,27.926829268292682,0
1610612739,Cavaliers,1988,0.695,0.502,42.8,1.7142857142857142,108.8,101.2,0.9024390243902439,1,18.791115280383572,1,28.0609756097561,0
1610612739,Cavaliers,1989,0.512,0.461,42.8,1.6907894736842106,102.6,102.9,0.6585365853658537,1,16.678480927376498,1,24.951219512195124,0
1610612739,Cavaliers,1990,0.402,0.475,40.7,1.75,101.7,104.2,0.5609756097560976,0,17.001192768506634,1,36.86585365853659,1
1610612739,Cavaliers,1991,0.695,0.488,42.6,2.106870229007633,108.9,103.4,0.8536585365853658,1,18.582269293646767,1,34.0,1
1610612739,Cavaliers,1992,0.659,0.497,41.8,2.0875912408759127,107.7,101.3,0.8536585365853658,1,18.278848850679836,1,35.5609756097561,1
1610612739,Cavaliers,1993,0.573,0.465,42.0,1.7985611510791366,101.2,97.1,0.7560975609756098,1,15.089430894308942,1,38.76829268292683,1
1610612739,Cavaliers,1994,0.524,0.441,40.0,1.4265734265734265,90.5,89.8,0.6341463414634146,1,12.878732303732304,1,39.68292682926829,1
1610612739,Cavaliers,1995,0.573,0.46,35.6,1.6946564885496185,91.1,88.5,0.6341463414634146,1,15.891727642276422,1,26.682926829268293,0
1610612739,Cavaliers,1996,0.512,0.453,37.5,1.4413793103448276,87.6,85.5,0.6097560975609756,0,15.25992145992146,1,22.890243902439025,0
1610612739,Cavaliers,1997,0.573,0.454,40.1,1.3352601156069364,92.5,89.8,0.6585365853658537,1,15.532723577235771,1,25.585365853658537,0
1610612739,Cavaliers,1998,0.44,0.439,35.8,1.394904458598726,86.4,88.2,0.6,0,13.593862433862434,0,13.073170731707316,0
1610612739,Cavaliers,1999,0.39,0.442,42.8,1.3620689655172415,97.0,100.5,0.5365853658536586,0,15.847253200410565,1,30.695121951219512,1
1610612739,Cavaliers,2000,0.366,0.442,42.1,1.2606060606060607,92.2,96.5,0.4878048780487805,0,13.289347508859704,1,25.548780487804876,0
1610612739,Cavaliers,2001,0.354,0.448,42.1,1.582191780821918,95.3,98.6,0.4878048780487805,0,16.04059494669823,1,28.085365853658537,0
1610612739,Cavaliers,2002,0.207,0.422,44.6,1.1420765027322404,91.4,101.0,0.34146341463414637,0,15.914257436057717,1,26.853658536585368,0
1610612739,Cavaliers,2003,0.427,0.433,45.6,1.4864864864864864,92.9,95.5,0.5609756097560976,0,17.23388237745481,1,21.902439024390244,0
1610612739,Cavaliers,2004,0.512,0.447,42.3,1.6258992805755397,96.5,95.7,0.7073170731707317,0,19.51653377110694,1,18.451219512195124,0
1610612739,Cavaliers,2005,0.61,0.454,42.3,1.3669064748201438,97.6,95.4,0.7560975609756098,1,19.221951747268204,1,29.902439024390244,0
1610612739,Cavaliers,2006,0.61,0.447,43.5,1.4444444444444444,96.8,92.9,0.7317073170731707,1,18.04029304029304,1,29.26829268292683,0
1610612739,Cavaliers,2007,0.549,0.439,44.6,1.4285714285714286,96.4,96.7,0.6585365853658537,1,18.175641631239174,1,19.51219512195122,0
1610612739,Cavaliers,2008,0.805,0.468,42.2,1.5984251968503935,100.3,91.4,0.9512195121951219,1,19.71718898385565,1,29.76829268292683,0
1610612739,Cavaliers,2009,0.744,0.485,42.5,1.6115107913669062,102.1,95.6,0.8536585365853658,1,18.014262037272463,0,37.390243902439025,1
1610612739,Cavaliers,2010,0.232,0.434,40.3,1.4788732394366195,95.5,104.5,0.2926829268292683,0,15.039939741328629,1,29.475609756097562,0
1610612739,Cavaliers,2011,0.318,0.422,42.3,1.2857142857142858,93.0,100.2,0.3333333333333333,0,15.421786492374729,1,21.28048780487805,0
1610612739,Cavaliers,2012,0.293,0.434,41.0,1.4785714285714284,96.5,101.2,0.34146341463414637,0,16.261365510293057,1,35.707317073170735,1
1610612739,Cavaliers,2013,0.402,0.437,44.1,1.4929577464788732,98.2,101.5,0.4634146341463415,0,16.145471201190883,1,33.0609756097561,1
1610612739,Cavaliers,2014,0.646,0.458,43.0,1.5454545454545454,103.1,98.7,0.7560975609756098,1,21.113623188405796,1,26.609756097560975,0
1610612739,Cavaliers,2015,0.695,0.46,44.5,1.6691176470588236,104.3,98.3,0.8048780487804879,1,20.310213784891044,1,37.15853658536585,1
1610612739,Cavaliers,2016,0.622,0.47,43.7,1.6569343065693432,110.3,107.2,0.7560975609756098,1,23.553653653653654,1,30.4390243902439,1
1610612739,Cavaliers,2017,0.61,0.476,42.1,1.708029197080292,110.9,109.9,0.7073170731707317,1,18.635847616624797,1,23.670731707317074,0
1610612739,Cavaliers,2018,0.232,0.444,42.7,1.5333333333333332,104.5,114.1,0.3170731707317073,0,15.532830684057329,1,27.963414634146343,0
1610612739,Cavaliers,2019,0.292,0.458,44.2,1.4,106.9,114.8,0.3055555555555556,0,16.905943068231206,1,22.121951219512194,0
1610612739,Cavaliers,2020,0.306,0.45,42.8,1.535483870967742,103.8,112.3,0.3611111111111111,0,18.311909949164853,1,28.134146341463413,0
1610612739,Cavaliers,2021,0.537,0.469,44.2,1.75,107.8,105.7,0.6097560975609756,1,16.751793353455756,1,40.81707317073171,1
1610612739,Cavaliers,2022,0.622,0.488,41.1,1.8721804511278195,112.3,106.9,0.7560975609756098,1,22.00782191430966,1,28.085365853658537,0
1610612744,Warriors,1984,0.268,0.463,42.3,1.2078651685393258,110.4,117.7,0.4146341463414634,0,20.16692922528057,1,33.109756097560975,1
1610612744,Warriors,1985,0.366,0.482,44.1,1.4385964912280702,113.4,116.9,0.5853658536585366,0,21.307656684161778,1,32.6219512195122,1
1610612744,Warriors,1986,0.512,0.479,43.2,1.539393939393939,112.0,114.4,0.6097560975609756,1,18.391197430492824,1,37.26829268292683,1
1610612744,Warriors,1987,0.244,0.468,41.4,1.4411764705882353,107.0,115.3,0.3902439024390244,0,16.039883913764513,1,44.91463414634146,1
1610612744,Warriors,1988,0.524,0.468,47.4,1.3535911602209945,116.6,116.9,0.7073170731707317,1,21.02274364515797,1,38.670731707317074,1
1610612744,Warriors,1989,0.451,0.484,40.2,1.393063583815029,116.3,119.4,0.6585365853658537,0,21.087450489889513,1,25.74390243902439,0
1610612744,Warriors,1990,0.537,0.485,41.7,1.433734939759036,116.6,115.0,0.7317073170731707,1,24.176750079189105,1,29.25609756097561,0
1610612744,Warriors,1991,0.671,0.507,42.8,1.5272727272727271,118.7,114.8,0.7560975609756098,1,22.62602880658436,1,31.609756097560975,1
1610612744,Warriors,1992,0.415,0.482,43.9,1.384180790960452,109.9,110.9,0.4634146341463415,0,20.91398456615848,1,45.451219512195124,1
1610612744,Warriors,1993,0.61,0.492,43.6,1.5314285714285714,107.9,106.1,0.7073170731707317,1,17.842580556052063,1,31.98780487804878,1
1610612744,Warriors,1994,0.317,0.468,42.3,1.3442622950819672,105.7,111.1,0.36585365853658536,0,18.13891710058949,1,39.71951219512195,1
